trial_num,trial_id,datetime_start,datetime_complete,duration_sec,risk_per_trade,stop_loss_multiplier,take_profit_multiplier,tema_fast_period,tema_slow_period,fitness_sharpe,best_sharpe_so_far,train_sharpe,train_net_profit_pct,train_max_drawdown,train_win_rate,train_total_trades,test_sharpe,test_net_profit_pct,test_max_drawdown,test_win_rate,test_total_trades,train_test_gap_pct
350,17692,2026-01-14 17:34:44.250175,2026-01-14 17:34:44.250175,0.0,1.4057691626949527,1.5371778512413798,2.214997812439525,17.0,21.0,0.09280796856047169,0.3882811659042856,0.010443827082594325,-1.5791713598400814,-16.83165324578245,0.40384615384615385,312,-3.630063416663879,-16.9633680053882,-20.238938307653708,0.3525641025641026,156,34857.980843188605
351,17693,2026-01-14 17:34:44.462302,2026-01-14 17:34:44.462302,0.0,1.2453555131549983,2.6615338613183512,2.4396376882431476,10.0,38.0,0.0001,0.3882811659042856,-1.6426627587122165,-18.207226965359627,-18.894198869287525,0.3834808259587021,339,,,,,,
352,17694,2026-01-14 17:34:44.542979,2026-01-14 17:34:44.542979,0.0,1.6293278046462556,4.589683560248595,2.1591095803824243,17.0,38.0,0.0001,0.3882811659042856,-1.7551708149620198,-15.239051571102513,-18.789366052671276,0.444015444015444,259,,,,,,
353,17695,2026-01-14 17:34:44.745294,2026-01-14 17:34:44.745294,0.0,1.5404087404506195,3.0144085111028898,1.780201417955944,15.0,46.0,0.0001,0.3882811659042856,-2.1054479886919077,-20.162970518945542,-21.32395273075668,0.48627450980392156,255,,,,,,
354,17696,2026-01-14 17:34:44.862468,2026-01-14 17:34:44.862468,0.0,2.551638495480633,3.735779600962414,4.909916072110422,15.0,48.0,0.0001,0.3882811659042856,-2.6436155198123745,-37.43675087592068,-40.15083441414249,0.3229571984435798,257,,,,,,
355,17697,2026-01-14 17:34:45.019696,2026-01-14 17:34:45.019696,0.0,2.7138247899265298,2.55860723234269,4.764092143646881,7.0,45.0,0.0001,0.3882811659042856,-0.9273041832838969,-20.492178452259232,-28.947528644305432,0.3156498673740053,377,,,,,,
356,17698,2026-01-14 17:34:45.080771,2026-01-14 17:34:45.080771,0.0,1.7350541495301401,2.870325425861509,3.8105317997376233,17.0,28.0,0.0001,0.3882811659042856,-1.1805343259750125,-17.458960458054253,-24.432085293895454,0.37681159420289856,276,,,,,,
357,17699,2026-01-14 17:34:45.187832,2026-01-14 17:34:45.187832,0.0,2.8696040533495477,4.219969378827495,4.401027701286291,5.0,29.0,0.0001,0.3882811659042856,-1.6544329668940252,-28.912342864498246,-32.94452462857228,0.3280943025540275,509,,,,,,
358,17700,2026-01-14 17:34:45.249903,2026-01-14 17:34:45.249903,0.0,1.4195777966487526,2.4362060835381962,3.7963045250807013,6.0,34.0,0.0001,0.3882811659042856,-2.385732702848755,-32.85037151282524,-35.808418401919404,0.32450331125827814,453,,,,,,
359,17701,2026-01-14 17:34:45.311371,2026-01-14 17:34:45.311371,0.0,2.063063870417176,4.790021358474405,2.8125583235399363,5.0,47.0,0.0001,0.3882811659042856,-2.047229569018438,-21.116933124814633,-24.64975488699366,0.3211845102505695,439,,,,,,
360,17702,2026-01-14 17:34:45.362357,2026-01-14 17:34:45.362357,0.0,1.5660339304993687,4.361991873150876,4.895339858330479,16.0,28.0,0.0001,0.3882811659042856,-2.7614374226987843,-26.104742766580948,-28.34236736426391,0.3469387755102041,294,,,,,,
361,17703,2026-01-14 17:34:45.434278,2026-01-14 17:34:45.434278,0.0,2.5189565586088074,3.919723061830628,3.6879443016706714,11.0,30.0,0.0001,0.3882811659042856,-1.6217384337818463,-25.31302148328342,-28.856108578294815,0.3515850144092219,347,,,,,,
362,17704,2026-01-14 17:34:45.560669,2026-01-14 17:34:45.560669,0.0,2.323616485822149,1.5742964042123848,2.9257450466837303,8.0,44.0,0.10504778626181116,0.3882811659042856,0.07776282443996142,-1.8408298301388923,-22.07355808204341,0.33240997229916897,361,-2.9981690510296124,-16.027358236332525,-23.095449249922783,0.3045977011494253,174,3955.5300333058476
363,17705,2026-01-14 17:34:45.692551,2026-01-14 17:34:45.692551,0.0,1.0146611917279755,2.2714678334958407,3.1828610367823322,11.0,27.0,0.0001,0.3882811659042856,-2.420899608649699,-25.893308962192297,-27.19451508504139,0.3512064343163539,373,,,,,,
364,17706,2026-01-14 17:34:45.764063,2026-01-14 17:34:45.764063,0.0,1.3776038421832801,4.304076148761705,4.018284540867429,19.0,30.0,0.0001,0.3882811659042856,-2.9560531524539573,-25.446611519802026,-26.642145238477745,0.3309608540925267,281,,,,,,
365,17707,2026-01-14 17:34:45.824522,2026-01-14 17:34:45.824522,0.0,1.8770581934190478,2.3080323663984164,3.998132817991177,11.0,37.0,0.0001,0.3882811659042856,-0.5796892626318088,-12.241761979298976,-22.717025583446336,0.3438485804416404,317,,,,,,
366,17708,2026-01-14 17:34:45.941473,2026-01-14 17:34:45.941473,0.0,1.8093395199899218,2.1691429912784033,3.6643817989477,19.0,25.0,0.0001,0.3882811659042856,-0.5427422758725686,-10.709024835936813,-20.203378623776093,0.3482758620689655,290,,,,,,
367,17709,2026-01-14 17:34:46.022542,2026-01-14 17:34:46.022542,0.0,2.675887966013852,2.249680150225185,4.984594832505168,8.0,44.0,0.0001,0.3882811659042856,-1.2634141347450047,-25.531524203764,-32.58949758452814,0.3157894736842105,361,,,,,,
368,17710,2026-01-14 17:34:46.256784,2026-01-14 17:34:46.256784,0.0,2.993989511897371,4.131390385564482,2.707806077496751,20.0,32.0,0.0001,0.3882811659042856,-1.8686421721055941,-27.24375810196131,-29.481656870921526,0.3944223107569721,251,,,,,,
369,17711,2026-01-14 17:34:46.473396,2026-01-14 17:34:46.473396,0.0,2.734250199262145,4.825924926195092,3.4675479113155454,15.0,44.0,0.0001,0.3882811659042856,-2.3536140877896705,-29.855610767312136,-31.877799961367202,0.37065637065637064,259,,,,,,
370,17712,2026-01-14 17:34:46.868876,2026-01-14 17:34:46.868876,0.0,2.3271979505159615,3.095588919543573,2.7555925293871297,7.0,22.0,0.0001,0.3882811659042856,-1.7983469061425508,-30.848140160430802,-31.795222923852396,0.3645621181262729,491,,,,,,
371,17713,2026-01-14 17:34:47.008491,2026-01-14 17:34:47.008491,0.0,2.2646868673225016,1.8195702136638272,3.591366065744148,5.0,46.0,0.0001,0.3882811659042856,-0.1700975392514619,-7.403373460107257,-32.88780938674011,0.30598669623059865,451,,,,,,
372,17714,2026-01-14 17:34:47.214818,2026-01-14 17:34:47.214818,0.0,2.179849920883081,1.5888393021253646,3.3770317838472694,15.0,23.0,0.35837978102332807,0.3882811659042856,1.4710887956283045,27.2000218990537,-15.471539062928318,0.3573667711598746,319,-2.7062668668293743,-14.394219083645854,-19.981266310189138,0.34177215189873417,158,283.9635292493355
373,17715,2026-01-14 17:34:47.327388,2026-01-14 17:34:47.327388,0.0,2.763867798162573,1.697206332149452,2.368892083053897,8.0,26.0,0.0001,0.3882811659042856,-0.6768864793457456,-14.343554370267498,-24.000750236987734,0.36384439359267734,437,,,,,,
374,17716,2026-01-14 17:34:47.457094,2026-01-14 17:34:47.457094,0.0,1.7429227766889335,2.069188749181986,2.7897393485180197,17.0,40.0,0.0001,0.3882811659042856,-0.590306421435637,-10.187867283049144,-18.909840386888423,0.38645418326693226,251,,,,,,
375,17717,2026-01-14 17:34:47.598437,2026-01-14 17:34:47.598437,0.0,2.6770205830212115,4.250905215289447,2.9273657017816084,10.0,32.0,0.0001,0.3882811659042856,-2.129814979797688,-29.086263213100043,-30.293416569115237,0.34877384196185285,367,,,,,,
376,17718,2026-01-14 17:34:47.749156,2026-01-14 17:34:47.749156,0.0,1.539354022910778,3.407320057827386,2.2512036371121438,17.0,22.0,0.0001,0.3882811659042856,-2.4749405606646757,-23.687971082642946,-25.481978961023767,0.42258064516129035,310,,,,,,
