trial_num,trial_id,datetime_start,datetime_complete,duration_sec,bb_period,bb_std_dev,ema_period,stoch_overbought,stoch_oversold,fitness_sharpe,best_sharpe_so_far,train_sharpe,train_net_profit_pct,train_max_drawdown,train_win_rate,train_total_trades,test_sharpe,test_net_profit_pct,test_max_drawdown,test_win_rate,test_total_trades,train_test_gap_pct
95,22337,2026-01-15 22:45:40.046367,2026-01-15 22:45:40.046367,0.0,21.0,1.662885108700659,69.0,71.0,19.0,0.0001,0.19070779146393552,-0.6646817455680778,-5.36437991531211,-9.247760045530152,0.6714285714285714,70,,,,,,
96,22338,2026-01-15 22:45:40.057123,2026-01-15 22:45:42.039073,1.98195,24.0,1.6159000380896127,67.0,73.0,20.0,0.0001,0.19070779146393552,,,,,,,,,,,
97,22339,2026-01-15 22:45:40.365398,2026-01-15 22:45:40.365398,0.0,21.0,1.6904041836259736,69.0,71.0,28.0,0.0001,0.19070779146393552,-0.3512478463579436,-3.3539879062519526,-8.735903351028673,0.7078651685393258,89,,,,,,
98,22340,2026-01-15 22:45:40.382072,2026-01-15 22:45:42.371188,1.989116,24.0,1.5583647203140365,67.0,73.0,20.0,0.0001,0.19070779146393552,,,,,,,,,,,
99,22341,2026-01-15 22:45:41.216461,2026-01-15 22:45:41.216461,0.0,27.0,1.6869306826733401,69.0,71.0,20.0,0.0001,0.19070779146393552,-0.48880971920897215,-4.038377785877797,-7.314150645771456,0.5694444444444444,72,,,,,,
100,22342,2026-01-15 22:45:41.253788,2026-01-15 22:45:43.205497,1.951709,24.0,1.6170998473931388,67.0,73.0,22.0,0.0001,0.19070779146393552,,,,,,,,,,,
101,22343,2026-01-15 22:45:41.918444,2026-01-15 22:45:41.918444,0.0,21.0,1.6908030934610605,67.0,73.0,20.0,0.0001,0.19070779146393552,-0.27709088245709895,-2.5561371710463963,-9.527117606406687,0.6716417910447762,67,,,,,,
102,22344,2026-01-15 22:45:41.963199,2026-01-15 22:45:43.787555,1.824356,24.0,1.607832176270961,65.0,72.0,22.0,0.0001,0.19070779146393552,,,,,,,,,,,
103,22345,2026-01-15 22:45:42.033075,2026-01-15 22:45:42.033075,0.0,24.0,1.6159000380896127,67.0,73.0,20.0,0.0001,0.19070779146393552,-0.5039590219477125,-4.438386728526536,-9.744934038586106,0.6176470588235294,68,,,,,,
104,22346,2026-01-15 22:45:42.043998,2026-01-15 22:45:44.523690,2.479692,22.0,1.7430024383239184,65.0,72.0,22.0,0.15345395914789353,0.19070779146393552,,,,,,,,,,,
105,22347,2026-01-15 22:45:42.364181,2026-01-15 22:45:42.364181,0.0,24.0,1.5583647203140365,67.0,73.0,20.0,0.0001,0.19070779146393552,-0.5101315048092454,-4.4847123545421805,-9.814037914450758,0.6176470588235294,68,,,,,,
106,22348,2026-01-15 22:45:42.376199,2026-01-15 22:45:44.849876,2.473677,22.0,1.7444244959499597,63.0,72.0,29.0,0.17889611648466888,0.19070779146393552,,,,,,,,,,,
107,22349,2026-01-15 22:45:43.192351,2026-01-15 22:45:43.192351,0.0,24.0,1.6170998473931388,67.0,73.0,22.0,0.0001,0.19070779146393552,-0.4372239916720027,-3.9431273220341256,-9.65041645236353,0.625,72,,,,,,
108,22350,2026-01-15 22:45:43.216385,2026-01-15 22:45:45.501089,2.284704,22.0,2.120557908892398,65.0,85.0,21.0,0.0001,0.19070779146393552,,,,,,,,,,,
109,22351,2026-01-15 22:45:43.766792,2026-01-15 22:45:43.766792,0.0,24.0,1.607832176270961,65.0,72.0,22.0,0.0001,0.19070779146393552,-0.42796513160194954,-3.875317475111204,-9.650416467811374,0.6133333333333333,75,,,,,,
110,22352,2026-01-15 22:45:43.823420,2026-01-15 22:45:47.409635,3.586215,22.0,1.7513270747307679,63.0,82.0,29.0,0.08626777669654905,0.19070779146393552,,,,,,,,,,,
111,22353,2026-01-15 22:45:44.452500,2026-01-15 22:45:44.452500,0.0,22.0,1.7430024383239184,65.0,72.0,22.0,0.15345395914789353,0.19070779146393552,0.4002338129334003,2.3875222325693355,-5.937427865348887,0.6533333333333333,75,0.9299128766604394,1.9463061367793304,-3.052322377722372,0.6875,32,-132.34240751547364
112,22354,2026-01-15 22:45:44.552917,2026-01-15 22:45:49.324756,4.771839,22.0,1.7314114567383045,64.0,72.0,29.0,0.19603262991763962,0.19603262991763962,,,,,,,,,,,
113,22355,2026-01-15 22:45:44.838506,2026-01-15 22:45:44.838506,0.0,22.0,1.7444244959499597,63.0,72.0,29.0,0.17889611648466888,0.19603262991763962,0.5120209912466548,3.341727428004184,-6.003074899410732,0.6818181818181818,88,-0.230207819950299,-0.7595807529647831,-5.110221997088448,0.6216216216216216,37,144.9606215147147
114,22356,2026-01-15 22:45:44.873970,2026-01-15 22:45:48.156210,3.28224,22.0,1.7533994649936147,63.0,85.0,29.0,0.0001,0.19603262991763962,,,,,,,,,,,
115,22357,2026-01-15 22:45:45.467114,2026-01-15 22:45:45.467114,0.0,22.0,2.120557908892398,65.0,85.0,21.0,0.0001,0.19603262991763962,-1.1284748963121787,-7.093158980708365,-12.073945547274423,0.5882352941176471,34,,,,,,
116,22358,2026-01-15 22:45:45.520927,2026-01-15 22:45:49.710216,4.189289,22.0,1.7712916298486758,63.0,72.0,29.0,0.17601969088490285,0.19603262991763962,,,,,,,,,,,
